Monkey,NeuronIndex,Stimulus_1,Stimulus_2,Stimulus_3,Stimulus_4,Stimulus_5,Stimulus_6,Stimulus_7,SpikeCount
n,83,-0,4,2,-4,3,-0,2,2
n,83,-13,-12,-18,-9,-11,-13,-12,0
n,83,14,8,10,6,10,10,16,0
n,83,3,6,3,7,4,4,8,1
n,83,8,7,3,10,11,9,6,1
n,83,13,10,13,10,13,10,10,1
n,83,-5,-8,-3,-5,-1,-6,-3,0
n,83,1,4,7,4,6,4,4,1
n,83,-5,-15,-4,-14,-12,-10,-12,0
n,83,2,2,8,-1,3,7,9,2
n,83,4,4,0,0,0,-4,-4,1
n,83,14,11,14,14,11,7,6,1
n,83,-8,-8,-9,-9,-14,-17,-16,0
n,83,-4,-4,0,0,0,4,4,1
n,83,3,1,1,4,5,7,2,0
n,83,3,2,-2,-9,5,-4,2,0
n,83,2,3,2,1,2,-1,-3,3
n,83,-5,-10,-6,-13,-5,-10,-9,0
n,83,-2,-3,-1,-1,-2,-11,-5,2
n,83,3,-3,1,2,-2,3,1,4
n,83,2,5,9,6,-0,4,3,0
n,83,-4,1,-2,-1,-8,-8,-2,0
n,83,-1,-2,1,1,1,2,-2,1
n,83,3,-1,-0,1,-2,1,-6,1
n,83,-4,-4,0,0,0,4,4,2
n,83,6,6,7,6,3,1,5,0
n,83,8,4,8,15,10,8,14,1
n,83,-9,-12,-15,-14,-11,-8,-12,3
n,83,4,5,7,2,6,0,2,1
n,83,-10,-0,-3,-7,3,-4,-5,0
n,83,4,4,0,0,0,-4,-4,1
n,83,-4,-4,0,0,0,4,4,3
n,83,-11,-8,-3,-12,-11,-11,-17,2
n,83,-4,-5,-5,-4,-3,-2,-3,1
n,83,11,16,11,16,9,14,15,3
n,83,-6,-7,-10,-9,-8,-9,-12,1
n,83,-3,5,4,4,4,1,2,0
n,83,-1,-2,-4,-5,-6,-7,-1,1
n,83,4,5,-0,-4,1,-2,2,0
n,83,-8,-6,-4,-5,-5,-2,-1,0
n,83,3,2,-1,4,9,4,1,1
n,83,11,9,8,12,10,13,10,2
n,83,-14,-7,-12,-14,-12,-8,-11,3
n,83,9,10,11,7,3,11,7,1
n,83,-3,-3,-5,-5,-6,-5,-9,1
n,83,4,4,0,0,0,-4,-4,2
n,83,8,9,7,11,13,14,15,1
n,83,3,-4,-4,-5,-0,-3,-7,0
n,83,-5,-5,-3,-2,-3,-7,1,0
n,83,-1,-3,-9,2,-1,-1,-2,1
n,83,1,-2,-0,1,-2,-1,1,0
n,83,7,16,8,5,11,9,5,0
n,83,13,14,6,8,10,13,6,5
n,83,-12,-5,-14,-8,-13,-14,-8,2
n,83,4,6,3,5,10,4,-2,0
n,83,0,2,-5,5,5,2,2,0
n,83,10,13,10,13,11,11,11,3
n,83,2,4,5,5,1,4,4,0
n,83,-4,-4,0,0,0,4,4,1
n,83,-8,-7,-10,-10,-8,-8,-8,1
n,83,2,2,-4,2,2,4,-2,0
n,83,-3,-3,-6,-5,-1,-9,-5,2
n,83,-13,-18,-11,-11,-11,-9,-11,1
n,83,5,5,3,4,7,7,14,3
n,83,-5,-0,-10,-3,-5,-5,-7,0
n,83,-8,-7,-7,-4,3,-3,-3,0
n,83,-7,-10,-11,-11,-9,-8,-11,2
n,83,2,4,6,5,3,11,6,1
n,83,7,6,7,6,-1,0,2,1
n,83,-10,-1,-2,-5,-4,-4,1,0
n,83,-1,-4,-4,1,-3,-6,-9,1
n,83,-1,-5,-4,-5,-3,-6,-2,0
n,83,4,1,1,1,-3,6,-2,1
n,83,0,-0,-1,5,6,3,6,0
n,83,-2,0,-7,-7,-7,-6,-4,1
n,83,-9,-13,-10,-10,-11,-10,-11,0
n,83,-5,-7,-7,0,-7,-1,-2,0
n,83,-4,-6,-4,1,-6,-2,-3,0
n,83,-4,-4,0,0,0,4,4,0
n,83,4,-1,-3,-0,-3,1,2,0
n,83,-3,-7,-4,-3,2,-5,-2,1
n,83,7,9,5,9,9,12,9,0
n,83,2,4,0,4,5,1,2,0
n,83,-7,-2,-3,-8,-2,-3,-6,0
n,83,4,4,8,3,5,2,3,2
n,83,-10,-11,-15,-11,-9,-9,-7,0
n,83,-1,4,6,2,3,2,1,0
n,83,-7,-15,-12,-14,-15,-10,-9,1
n,83,-7,-12,-9,-8,-13,-10,-8,0
n,83,1,-1,-3,-2,-2,-5,-4,1
n,83,-6,-11,-16,-9,-14,-10,-10,4
n,83,4,4,4,8,4,4,4,1
n,83,-6,-2,1,-5,-2,5,-2,1
n,83,9,11,9,8,9,16,13,3
n,83,-6,-12,-4,-9,-11,-13,-7,3
n,83,2,5,12,4,-1,1,9,0
n,83,1,2,-2,-1,-5,5,-2,0
n,83,17,16,14,12,9,10,9,1
n,83,9,11,6,9,11,10,7,0
n,83,0,6,7,1,8,2,3,0
n,83,7,0,4,3,5,4,2,2
n,83,7,1,2,6,6,-1,7,2
n,83,-5,-7,-6,-3,-1,-5,-7,2
n,83,-8,-5,-2,-2,-1,-9,-5,2
n,83,3,3,6,4,7,4,1,0
n,83,-4,-7,-12,-6,-12,-4,-10,0
n,83,-3,1,-2,-5,-1,-2,4,1
n,83,-14,-15,-12,-14,-10,-13,-10,1
n,83,0,5,5,-4,1,3,-3,1
n,83,13,12,8,12,10,9,4,0
n,83,-5,-1,-4,-1,-10,-4,-1,0
n,83,5,3,4,4,-4,7,5,3
n,83,4,4,0,0,0,-4,-4,1
n,83,1,11,3,5,10,8,1,0
n,83,6,4,7,5,3,-1,4,0
n,83,-2,-5,-11,-2,-5,-7,-7,2
n,83,-9,-6,-6,-4,-4,-9,-7,1
n,83,-0,-4,-8,-3,-5,1,-8,2
n,83,6,10,14,11,7,16,10,1
n,83,-1,-2,-0,1,3,2,-3,1
n,83,-5,-5,-5,1,-4,4,4,1
n,83,-2,-3,5,-1,0,-5,-4,1
n,83,-8,-2,-13,-12,-18,-7,-13,1
n,83,-4,-4,0,0,0,4,4,0
n,83,5,1,6,3,9,4,3,0
n,83,9,16,14,12,13,9,12,2
n,83,-1,-4,-4,1,1,-4,-1,0
n,83,-3,-4,-6,-5,-2,-2,-5,0
n,83,6,7,0,2,2,1,2,1
n,83,6,5,2,2,3,2,5,1
n,83,-9,-6,-4,-8,-6,-5,-6,0
n,83,4,4,0,0,0,-4,-4,0
n,83,-8,-9,-8,-7,-8,-13,-13,1
n,83,-7,-6,-6,-4,-3,-6,-2,0
n,83,-2,3,4,4,6,4,4,0
n,83,-10,-9,-13,-11,-12,-5,-10,0
n,83,2,1,-0,6,6,-0,6,1
n,83,12,14,8,10,8,7,7,2
n,83,3,2,-5,1,3,4,-2,5
n,83,9,8,13,8,8,11,6,0
n,83,-3,-5,-8,-1,-3,-7,-2,1
n,83,-14,-11,-15,-11,-9,-5,-11,0
n,83,12,12,9,9,11,13,15,0
n,83,-15,-16,-9,-11,-15,-11,-12,2
n,83,-5,-12,-11,-11,-9,-13,-14,0
n,83,3,1,2,2,1,6,-5,0
n,83,4,4,0,0,0,-4,-4,0
n,83,-16,-12,-10,-10,-15,-15,-9,1
n,83,10,12,8,11,12,10,9,1
n,83,-8,-9,-11,-13,-15,-10,-9,0
n,83,-5,7,1,0,-1,6,-2,1
n,83,1,0,4,3,-0,4,4,0
n,83,-13,-10,-13,-7,-12,-10,-12,0
n,83,2,4,2,3,4,-2,5,0
n,83,-2,-5,-3,-3,-4,-3,-8,0
n,83,10,16,16,10,11,8,11,0
n,83,-10,-10,-12,-11,-10,-17,-13,1
n,83,4,4,0,0,0,-4,-4,1
n,83,-9,-10,-12,-13,-10,-8,-13,1
n,83,-16,-8,-11,-13,-8,-5,-13,0
n,83,4,4,0,0,0,-4,-4,0
n,83,4,2,2,9,4,-0,0,0
n,83,-3,-4,-5,-5,-7,-7,-7,1
n,83,-4,-4,0,0,0,4,4,0
n,83,-8,-14,-15,-9,-11,-13,-15,1
n,83,5,12,13,6,8,10,18,2
n,83,4,-1,-3,-1,0,1,-1,0
n,83,-10,-11,-11,-13,-11,-11,-13,0
n,83,4,4,0,0,0,-4,-4,2
n,83,2,2,3,8,5,2,2,0
n,83,4,1,-6,-8,-6,-5,-5,1
n,83,-17,-8,-9,-6,-9,-8,-6,1
n,83,-0,-2,-2,-7,-6,-5,-4,1
n,83,5,16,12,11,16,9,13,2
n,83,-12,-10,-10,-10,-15,-12,-11,0
n,83,-10,-7,-11,-8,-10,-14,-6,0
n,83,0,-2,1,2,0,-1,1,3
n,83,12,15,15,9,10,12,7,0
n,83,-1,-5,-4,-4,-4,-10,-2,0
n,83,6,-0,3,3,5,6,4,1
n,83,5,4,0,1,1,-3,7,0
n,83,-1,3,1,2,-1,-1,-6,0
n,83,1,-3,1,-2,0,0,3,1
n,83,9,11,15,9,10,15,18,0
n,83,-8,-5,-9,-8,-10,-13,-13,2
n,83,-11,-12,-15,-10,-11,-9,-13,1
n,83,1,0,2,0,-3,-0,6,2
n,83,14,8,11,11,15,12,12,0
n,83,12,6,8,9,7,7,11,0
n,83,4,4,0,0,0,-4,-4,0
n,83,15,9,15,10,15,7,10,0
n,83,-5,-4,-7,-8,-6,-3,-9,3
n,83,-4,-4,0,0,0,4,4,1
n,83,2,-6,3,2,4,2,1,1
n,83,-6,-10,-7,-1,-3,-2,-5,1
n,83,-1,0,4,-1,9,2,4,0
n,83,1,-7,-11,-8,-3,-3,-4,1
n,83,0,4,-1,2,-0,-2,-0,3
n,83,-6,-11,-9,-4,-6,-6,-8,1
n,83,1,-3,2,1,-7,3,3,1
n,83,-8,-10,-11,-10,-12,-15,-14,0
n,83,-10,-5,-3,-4,-4,-2,-8,0
n,83,-5,-3,2,1,-6,-1,-3,2
n,83,1,2,-9,-1,0,1,-4,2
n,83,-0,-6,-8,-8,-3,-3,-7,2
n,83,-3,-6,-11,-4,2,-3,-3,0
n,83,2,-3,-3,-2,-2,2,-3,0
n,83,-6,-1,-1,-2,-7,-7,-2,0
n,83,10,7,10,13,12,11,6,1
n,83,-8,-7,-5,-14,-5,-11,-10,0
n,83,6,14,14,9,11,9,8,0
n,83,9,12,9,10,15,9,6,0
n,83,-7,-9,-6,-11,-14,-13,-8,1
n,83,8,1,7,3,3,-0,0,2
n,83,-1,9,6,4,7,2,-1,1
n,83,-6,-5,-8,-7,-6,-1,-2,1
n,83,0,3,-0,-1,-2,-0,1,0
n,83,3,5,5,6,8,5,9,0
n,83,-4,-4,0,0,0,4,4,3
n,83,4,4,0,0,0,-4,-4,0
n,83,-0,7,3,-2,0,8,1,1
n,83,-3,-7,-4,-5,-7,-2,2,0
n,83,6,6,6,1,6,4,4,2
n,83,14,11,10,10,14,10,7,1
n,83,-11,-8,-11,-11,-7,-14,-12,0
n,83,-0,-2,2,-4,1,2,1,1
n,83,-4,3,3,-5,-2,-2,-1,2
n,83,-4,-4,0,0,0,4,4,0
n,83,2,2,-2,2,0,1,-0,6
n,83,3,1,1,5,8,3,1,0
n,83,-12,-7,-12,-5,-9,-9,-10,4
n,83,7,10,10,14,10,12,4,1
n,83,7,10,11,9,12,18,7,1
n,83,-4,-4,0,0,0,4,4,0
n,83,10,12,12,6,9,12,13,0
n,83,-5,-2,-10,-3,-4,-3,-6,0
n,83,8,8,7,5,10,14,12,0
n,83,7,10,7,9,11,10,13,3
n,83,3,1,-1,4,4,6,-1,1
n,83,-1,0,-3,-5,-5,-4,-3,0
n,83,4,6,2,4,1,6,4,2
n,83,-9,-12,-10,-16,-9,-15,-8,3
n,83,12,4,11,15,8,5,13,0
n,83,-9,-7,-11,-8,-12,-6,-8,1
n,83,2,9,3,8,7,2,1,1
n,83,-1,2,-3,0,-0,-0,1,0
n,83,-9,-10,-10,-7,-5,-10,-11,3
n,83,5,-0,4,4,3,-0,3,3
n,83,4,4,0,0,0,-4,-4,1
n,83,-5,-5,-3,-2,-2,-5,-1,0
n,83,5,0,3,7,2,-2,6,0
n,83,2,5,3,4,4,-1,1,0
n,83,9,4,-1,3,4,2,3,2
n,83,6,4,5,3,5,-0,4,1
n,83,-2,1,6,4,3,2,-2,1
n,83,0,-6,-6,-7,1,-4,-4,1
n,83,4,4,0,0,0,-4,-4,1
n,83,0,-2,-2,-5,-2,-6,-1,0
n,83,-10,-9,-2,-2,4,-7,-5,2
n,83,3,3,6,6,6,8,5,4
n,83,1,2,5,8,4,-0,3,0
n,83,14,11,9,10,8,7,9,2
n,83,2,3,-4,-4,-3,-6,-9,1
n,83,4,4,0,0,0,-4,-4,0
n,83,-6,-0,-5,-6,-6,-3,-5,1
n,83,-16,-10,-9,-11,-10,-13,-8,5
n,83,-6,-7,-14,-11,-14,-9,-4,0
n,83,4,5,2,4,4,3,8,1
n,83,-8,-11,-9,-10,-10,-10,-11,0
n,83,6,4,2,7,2,-1,4,0
n,83,-11,-10,-18,-7,-12,-14,-12,0
n,83,6,7,3,9,2,3,2,3
n,83,-1,-2,-0,4,2,1,-2,2
n,83,2,-2,5,2,1,-1,3,1
n,83,2,1,4,9,6,2,4,2
n,83,-5,4,7,1,6,4,3,3
n,83,-6,-8,0,-7,-8,-0,-4,0
n,83,-8,-16,-12,-13,-12,-9,-10,0
n,83,11,5,8,13,8,13,13,0
n,83,2,0,-7,-2,-6,-6,-8,0
n,83,-1,-4,-1,1,4,-1,1,0
n,83,-2,-6,-5,-7,-0,-0,2,1
n,83,-7,-1,-6,1,-2,-3,1,2
n,83,12,9,16,13,7,14,9,3
n,83,-7,-12,-13,-17,-11,-4,-6,1
n,83,-4,-4,0,0,0,4,4,1
n,83,4,-5,3,1,2,3,1,1
n,83,-0,7,1,-2,-5,1,5,0
n,83,4,2,2,-1,3,0,7,0
n,83,2,-0,-6,4,-4,-1,-3,1
n,83,-4,-4,0,0,0,4,4,1
n,83,5,0,5,2,0,-2,-4,2
n,83,-5,-4,-1,-5,-3,-5,-6,0
n,83,-4,-4,0,0,0,4,4,4
n,83,13,11,10,11,12,9,10,0
n,83,-9,-12,-9,-8,-10,-11,-10,0
n,83,-13,-11,-11,-7,-7,-8,-14,0
n,83,-2,-6,-4,-3,-9,-4,-7,2
n,83,10,11,13,7,13,14,10,0
n,83,3,2,2,0,7,1,2,3
n,83,5,3,2,1,5,3,2,1
n,83,-15,-7,-13,-8,-14,-8,-5,3
n,83,-12,-7,-13,-8,-11,-13,-12,1
n,83,-4,-4,-0,-6,-3,-7,-4,1
n,83,9,9,8,2,4,2,4,1
n,83,-8,-10,-13,-14,-9,-12,-9,1
n,83,12,14,11,9,11,13,13,2
n,83,4,4,0,0,0,-4,-4,0
n,83,2,-3,3,-3,4,-5,-2,1
n,83,-16,-8,-10,-1,-5,-9,-5,3
n,83,-3,-3,-7,-4,-3,-9,-1,1
n,83,2,5,2,-1,4,2,3,0
n,83,-5,-9,-13,-10,-15,-13,-12,0
n,83,-12,-17,-8,-15,-12,-8,-11,0
n,83,8,8,12,7,12,10,11,3
n,83,-14,-12,-12,-16,-11,-16,-14,0
n,83,-4,2,6,-1,-5,-3,3,0
n,83,-2,0,0,2,6,6,2,1
n,83,-10,-10,-9,-16,-13,-9,-5,1
n,83,-11,-9,-11,-7,-11,-9,-10,0
n,83,0,3,6,6,4,-6,2,0
n,83,-3,-3,-5,-3,-1,-13,-1,2
n,83,-1,-8,4,4,2,3,-2,1
n,83,1,-0,-4,1,-3,0,-1,2
n,83,11,9,11,11,8,5,4,0
n,83,6,14,8,13,5,10,8,2
n,83,1,3,6,4,-2,4,1,0
n,83,-10,-6,-6,-11,-7,-11,-12,1
n,83,12,12,11,8,10,11,13,4
n,83,-16,-10,-14,-7,-10,-9,-8,0
n,83,-2,-1,-1,4,-1,5,1,1
n,83,-12,-14,-16,-5,-11,-14,-7,1
n,83,-1,-1,5,2,6,3,4,2
n,83,0,-0,1,-2,4,-0,-1,0
n,83,-4,-9,-12,-4,-10,-7,-10,1
n,83,4,11,11,10,5,12,9,1
n,83,-4,-4,-8,-0,-10,-2,-3,2
n,83,-3,1,8,-1,-0,0,-0,2
n,83,3,-1,-0,-2,1,-4,0,3
n,83,-2,6,4,4,7,4,2,0
n,83,-4,-3,-5,1,-11,-8,-7,0
n,83,2,-1,2,0,-3,-1,-1,0
n,83,-13,-16,-12,-8,-9,-10,-12,0
n,83,-8,-8,-11,-6,-14,-10,-9,0
n,83,-4,-4,0,0,0,4,4,2
n,83,-6,-7,-15,-12,-15,-7,-10,3
n,83,-6,1,-5,-3,-8,-4,-4,0
n,83,7,9,13,9,13,12,7,0
n,83,-1,5,-1,-1,3,-8,5,1
n,83,-6,-7,-9,-12,-8,-14,-11,1
n,83,-2,0,-6,-9,-6,-4,-0,1
n,83,-2,-5,-8,-4,-3,-8,-4,3
n,83,-2,-4,-9,-6,-3,-1,-4,0
n,83,4,4,0,0,0,-4,-4,0
n,83,1,3,-2,5,1,0,3,1
n,83,-11,-11,-9,-13,-13,-11,-8,5
n,83,-4,-4,0,0,0,4,4,0
n,83,3,1,0,3,-1,2,4,2
n,83,-4,-4,0,0,0,4,4,0
n,83,2,-0,2,-2,-0,4,3,0
n,83,10,10,10,12,12,11,10,0
n,83,-0,-1,-2,-3,3,-1,-3,1
n,83,1,6,1,2,0,-2,-3,2
n,83,3,3,6,10,-2,8,3,0
n,83,4,4,0,0,0,-4,-4,1
n,83,-8,-7,-13,-8,-13,-9,-10,0
n,83,0,-2,2,0,1,-0,6,1
n,83,-3,-3,-3,-2,-5,-1,-1,0
n,83,-4,-2,-7,-4,-1,-6,-7,2
n,83,4,1,6,3,4,4,3,2
n,83,-13,-12,-9,-11,-9,-12,-12,3
n,83,-10,-9,-9,-5,-15,-8,-9,2
n,83,7,0,10,0,3,3,4,0
n,83,4,1,5,0,4,4,2,1
n,83,-8,-3,-5,-3,-4,-6,-4,2
n,83,8,2,-4,0,-4,0,-2,1
n,83,5,4,3,3,3,3,1,0
n,83,11,12,11,5,11,15,13,2
n,83,1,-6,-7,-4,-6,-3,-3,4
n,83,4,4,0,0,0,-4,-4,0
n,83,-4,-4,0,0,0,4,4,0
n,83,-4,-9,-3,-4,-3,-4,1,1
n,83,-4,0,6,8,5,7,6,0
n,83,-1,1,-5,-11,-6,-2,3,0
n,83,-2,0,-1,-1,1,4,3,2
n,83,-1,-2,-3,-3,-1,-2,-3,0
n,83,-6,-5,-12,-12,-11,-6,-6,2
n,83,2,6,7,6,5,3,8,2
n,83,-12,-5,-6,-7,-13,-7,-12,1
n,83,-6,-4,-4,-7,-3,-3,1,1
n,83,-2,-5,-4,3,-2,-8,-2,1
n,83,3,4,4,-1,7,4,4,1
n,83,4,4,0,0,0,-4,-4,2
n,83,7,9,8,11,12,14,6,1
n,83,-15,-6,-12,-8,-18,-6,-7,0
n,83,-9,-4,-2,0,-1,-2,-3,0
n,83,10,12,11,11,15,7,13,4
n,83,-9,-14,-10,-10,-7,-12,-6,0
n,83,11,11,14,13,9,11,15,2
n,83,-4,-4,0,0,0,4,4,2
n,83,-4,-3,2,-4,5,5,2,1
n,83,-6,-8,-15,-6,-10,-13,-11,1
n,83,-10,-12,-10,-14,-14,-8,-8,0
n,83,5,-0,1,-0,2,1,-5,0
n,83,13,11,15,6,14,8,9,0
n,83,-12,-11,-12,-13,-9,-11,-12,1
n,83,-2,5,-0,2,-1,4,3,2
n,83,1,1,2,-0,-3,-0,1,5
n,83,5,7,7,7,5,8,6,2
n,83,-3,-1,6,7,5,3,1,0
n,83,2,3,-1,7,7,4,10,4
n,83,3,7,2,5,6,4,1,1
n,83,12,9,11,13,8,10,8,1
n,83,8,-1,5,3,6,0,4,1
n,83,0,4,2,-0,9,-5,6,2
n,83,1,-1,3,1,0,1,3,0
n,83,-4,-4,-6,2,-11,-7,-2,6
n,83,-8,-3,-8,-13,-13,-10,-8,2
n,83,9,8,16,10,9,10,11,1
n,83,9,13,11,11,15,7,15,1
n,83,-0,-1,-4,-5,-4,-5,-1,2
n,83,-2,-9,-11,3,-4,-3,-5,2
n,83,-0,-2,-6,-2,-4,-7,-4,0
n,83,9,11,10,17,8,9,6,1
n,83,-4,-4,0,0,0,4,4,4
n,83,-4,-4,0,0,0,4,4,1
n,83,-6,-2,-2,1,-4,-5,1,1
n,83,5,0,-0,0,3,5,4,0
n,83,-11,-6,-13,-14,-11,-8,-14,1
n,83,-2,-5,-2,-3,-3,-1,4,0
n,83,-13,-7,-11,-3,-11,-10,-14,1
n,83,-1,-1,-2,-3,0,-6,-3,3
n,83,3,-1,0,1,3,0,4,2
n,83,4,6,10,12,16,16,12,6
n,83,-5,-4,2,-1,0,1,2,0
n,83,-3,-3,-3,-6,1,-2,-9,1
n,83,-11,-13,-6,-13,-13,-13,-9,3
n,83,2,5,-1,-0,-2,4,-1,1
n,83,-14,-11,-12,-9,-13,-9,-7,5
n,83,-2,2,6,1,4,2,-4,1
n,83,8,6,1,6,6,8,2,0
n,83,4,4,0,0,0,-4,-4,0
n,83,-5,-1,-3,2,0,1,1,1
n,83,-4,-4,0,0,0,4,4,0
n,83,16,8,11,8,16,10,8,1
n,83,1,-0,-2,3,2,-3,-1,0
n,83,1,-10,-4,-3,-2,-6,-5,0
n,83,-6,-1,-1,-11,-1,-6,-7,0
n,83,0,3,1,-2,3,2,4,0
n,83,0,-3,-1,6,4,0,-2,0
n,83,-1,-4,-0,-6,-2,3,-5,0
n,83,-0,4,-2,2,6,2,5,0
n,83,-0,4,2,-4,3,-0,2,0
n,83,9,12,10,10,8,12,2,0
n,83,-6,-6,-11,-3,-4,-6,-5,0
n,83,14,8,10,6,10,10,16,0
n,83,4,4,0,0,0,-4,-4,0
n,83,8,7,3,10,11,9,6,0
n,83,13,10,13,10,13,10,10,0
n,83,-5,-8,-3,-5,-1,-6,-3,0
n,83,1,4,7,4,6,4,4,0
n,83,-5,-15,-4,-14,-12,-10,-12,0
n,83,4,-2,-1,6,-1,2,1,0
n,83,2,2,8,-1,3,7,9,0
n,83,4,4,0,0,0,-4,-4,0
n,83,-8,-8,-9,-9,-14,-17,-16,0
n,83,-4,-4,0,0,0,4,4,0
n,83,3,1,1,4,5,7,2,0
n,83,3,2,-2,-9,5,-4,2,0
n,83,2,3,2,1,2,-1,-3,0
n,83,-5,-10,-6,-13,-5,-10,-9,0
n,83,-2,-3,-1,-1,-2,-11,-5,0
n,83,3,-3,1,2,-2,3,1,0
n,83,2,5,9,6,-0,4,3,0
n,83,-4,1,-2,-1,-8,-8,-2,0
n,83,-1,-2,1,1,1,2,-2,0
n,83,3,-1,-0,1,-2,1,-6,0
n,83,-4,-4,0,0,0,4,4,0
n,83,6,6,7,6,3,1,5,0
n,83,8,4,8,15,10,8,14,0
n,83,-9,-12,-15,-14,-11,-8,-12,0
n,83,4,5,7,2,6,0,2,0
n,83,-10,-0,-3,-7,3,-4,-5,0
n,83,4,4,0,0,0,-4,-4,0
n,83,-4,-4,0,0,0,4,4,0
n,83,-11,-8,-3,-12,-11,-11,-17,0
n,83,-4,-5,-5,-4,-3,-2,-3,0
n,83,-6,-7,-10,-9,-8,-9,-12,0
n,83,-3,5,4,4,4,1,2,0
n,83,-1,-2,-4,-5,-6,-7,-1,0
n,83,4,5,-0,-4,1,-2,2,0
n,83,-8,-6,-4,-5,-5,-2,-1,0
n,83,3,2,-1,4,9,4,1,0
n,83,11,9,8,12,10,13,10,0
n,83,3,3,-1,4,8,4,5,0
n,83,-14,-7,-12,-14,-12,-8,-11,0
n,83,9,10,11,7,3,11,7,0
n,83,-3,-3,-5,-5,-6,-5,-9,0
n,83,8,9,7,11,13,14,15,0
n,83,3,-4,-4,-5,-0,-3,-7,0
n,83,-5,-5,-3,-2,-3,-7,1,0
n,83,-1,-3,-9,2,-1,-1,-2,0
n,83,1,-2,-0,1,-2,-1,1,0
n,83,13,14,6,8,10,13,6,0
n,83,-12,-5,-14,-8,-13,-14,-8,0
n,83,4,6,3,5,10,4,-2,0
n,83,0,2,-5,5,5,2,2,0
n,83,10,13,10,13,11,11,11,0
n,83,2,4,5,5,1,4,4,0
n,83,-4,-4,0,0,0,4,4,0
n,83,-8,-7,-10,-10,-8,-8,-8,0
n,83,2,2,-4,2,2,4,-2,0
n,83,-3,-3,-6,-5,-1,-9,-5,0
n,83,-13,-18,-11,-11,-11,-9,-11,0
n,83,5,5,3,4,7,7,14,0
n,83,-5,-0,-10,-3,-5,-5,-7,0
n,83,-8,-7,-7,-4,3,-3,-3,0
n,83,-7,-10,-11,-11,-9,-8,-11,0
n,83,2,4,6,5,3,11,6,0
n,83,7,6,7,6,-1,0,2,0
n,83,-10,-1,-2,-5,-4,-4,1,0
n,83,-1,-4,-4,1,-3,-6,-9,0
n,84,-11,-12,-10,-7,-9,-9,-12,0
n,84,-8,-12,-5,-8,-10,-11,-8,0
n,84,2,10,13,7,13,10,10,0
n,84,-12,-15,-7,-14,-14,-7,-11,0
n,84,-8,-16,-12,-13,-12,-9,-10,0
n,84,11,5,8,13,8,13,13,0
n,84,-5,-7,-14,-8,-12,-13,-15,0
n,84,9,6,10,11,14,10,12,0
n,84,-2,-6,-5,-7,-0,-0,2,0
n,84,-4,-4,-3,-6,-4,-8,-4,0
n,84,12,9,16,13,7,14,9,0
n,84,-7,-12,-13,-17,-11,-4,-6,0
n,84,-4,-4,0,0,0,4,4,0
n,84,10,14,9,12,16,15,2,0
n,84,7,-1,7,4,6,7,5,0
n,84,-4,3,-3,-5,-9,-2,1,0
n,84,4,2,2,-1,3,0,7,0
n,84,1,-4,1,-2,-3,-6,-7,0
n,84,-5,-4,-1,-5,-3,-5,-6,0
n,84,-4,-4,0,0,0,4,4,0
n,84,13,11,10,11,12,9,10,0
n,84,-9,-12,-9,-8,-10,-11,-10,0
n,84,-13,-11,-11,-7,-7,-8,-14,0
n,84,-2,-6,-4,-3,-9,-4,-7,0
n,84,10,11,13,7,13,14,10,0
n,84,-14,-9,-17,-4,-16,-12,-10,0
n,84,3,2,2,0,7,1,2,0
n,84,13,5,13,6,12,13,9,0
n,84,5,3,2,1,5,3,2,0
n,84,-15,-7,-13,-8,-14,-8,-5,0
n,84,-12,-7,-13,-8,-11,-13,-12,0
n,84,9,9,8,2,4,2,4,0
n,84,-8,-10,-13,-14,-9,-12,-9,0
n,84,12,14,11,9,11,13,13,0
n,84,5,0,8,2,6,2,4,5
n,84,2,-3,3,-3,4,-5,-2,4
n,84,-16,-8,-10,-1,-5,-9,-5,5
n,84,-3,-3,-7,-4,-3,-9,-1,2
n,84,2,5,2,-1,4,2,3,3
n,84,-5,-9,-13,-10,-15,-13,-12,0
n,84,-12,-17,-8,-15,-12,-8,-11,6
n,84,8,8,12,7,12,10,11,4
n,84,-14,-12,-12,-16,-11,-16,-14,4
n,84,-4,2,6,-1,-5,-3,3,4
n,84,-2,0,0,2,6,6,2,1
n,84,12,16,8,12,11,10,9,5
n,84,-10,-10,-9,-16,-13,-9,-5,1
n,84,-11,-9,-11,-7,-11,-9,-10,9
n,84,9,10,12,12,14,9,11,5
n,84,0,3,6,6,4,-6,2,2
n,84,-3,-3,-5,-3,-1,-13,-1,3
n,84,-1,-8,4,4,2,3,-2,3
n,84,-3,-4,-8,-3,-7,-3,-5,3
n,84,11,9,11,11,8,5,4,0
n,84,6,14,8,13,5,10,8,7
n,84,-10,-6,-6,-11,-7,-11,-12,12
n,84,12,12,11,8,10,11,13,2
n,84,-16,-10,-14,-7,-10,-9,-8,5
n,84,-2,-1,-1,4,-1,5,1,4
n,84,-1,-1,5,2,6,3,4,3
n,84,0,-0,1,-2,4,-0,-1,3
n,84,-4,-9,-12,-4,-10,-7,-10,2
n,84,4,11,11,10,5,12,9,1
n,84,-4,-4,-8,-0,-10,-2,-3,2
n,84,-7,-3,4,-5,-4,-3,-4,6
n,84,-1,-5,-4,-6,-3,-7,-3,1
n,84,-2,6,4,4,7,4,2,5
n,84,-4,-3,-5,1,-11,-8,-7,5
n,84,2,-1,2,0,-3,-1,-1,2
