resp,target,subject,session,stimulus_1,stimulus_2,stimulus_3,stimulus_4,stimulus_5,stimulus_6,stimulus_7
1,1,N,79,-3,1,8,-1,-0,0,-0
1,1,N,79,6,4,9,-0,8,1,2
0,0,N,79,-7,-9,-10,-9,-11,-14,-13
1,0,N,79,4,4,0,0,0,-4,-4
1,1,N,79,-2,2,6,1,4,2,-4
1,1,N,79,-3,5,4,4,4,1,2
1,1,N,79,8,7,2,0,1,-0,2
0,0,N,79,-5,-6,-9,-8,-7,-8,-11
0,0,N,79,-0,-1,-4,-5,-4,-5,-1
0,0,N,79,2,-4,-1,-1,1,2,-0
1,1,N,79,2,9,3,8,7,2,1
1,1,N,79,8,11,9,9,7,11,1
0,1,N,79,-1,-1,2,2,2,4,1
0,0,N,79,-4,-4,0,0,0,4,4
1,1,N,79,2,5,8,3,4,9,11
0,0,N,79,1,-0,-2,3,2,-3,-1
1,1,N,79,8,7,2,0,1,-0,2
0,0,N,79,-4,1,-2,-1,-8,-8,-2
0,0,N,79,-7,-8,-5,-7,-3,-6,-3
1,1,N,79,10,10,13,12,8,10,14
1,1,N,79,8,7,2,0,1,-0,2
0,0,N,79,-10,-1,-2,-5,-4,-4,1
0,1,N,79,3,1,0,3,-1,2,4
0,0,N,79,-4,-2,-4,-1,-5,-2,-4
1,0,N,79,-3,-2,-4,-3,-2,3,2
0,1,N,79,-2,-2,4,-5,-1,3,6
1,0,N,79,-0,-1,-2,-3,3,-1,-3
1,1,N,79,7,8,6,10,12,13,14
0,0,N,79,-1,-4,-4,1,-3,-6,-9
1,1,N,79,8,7,2,0,1,-0,2
1,1,N,79,7,7,6,4,10,13,11
0,0,N,79,-11,-1,-2,1,-2,-1,1
1,1,N,79,9,15,15,9,10,7,10
0,1,N,79,8,7,2,0,1,-0,2
0,0,N,79,-3,-0,-5,-2,-4,-7,0
0,1,N,79,-0,7,1,-2,-5,1,5
1,0,N,79,4,4,0,0,0,-4,-4
1,1,N,79,9,9,9,11,11,10,9
0,1,N,79,-1,-1,1,2,0,-3,5
1,1,N,79,1,0,4,-1,1,-2,-0
1,1,N,79,3,2,2,1,4,-2,1
0,0,N,79,0,-1,-3,-1,2,2,-2
0,0,N,79,-15,-7,-9,-0,-4,-8,-4
1,1,N,79,8,7,2,0,1,-0,2
0,0,N,79,-7,-13,-14,-8,-10,-12,-14
0,0,N,79,-11,-6,-11,-4,-8,-8,-9
1,1,N,79,8,7,2,0,1,-0,2
1,1,N,79,13,5,12,5,11,12,8
1,0,N,79,-6,2,0,-1,-6,-0,-5
1,1,N,79,8,7,2,0,1,-0,2
0,1,N,79,2,2,2,-3,3,0,0
0,0,N,79,-3,-7,-4,-3,2,-5,-2
0,0,N,79,-3,-3,0,-5,-2,-7,-6
1,0,N,79,2,4,-3,-3,-3,-2,0
0,1,N,79,0,-0,1,-2,4,-0,-1
1,1,N,79,10,11,10,4,10,14,12
0,0,N,79,-10,-0,-3,-7,3,-4,-5
1,0,N,79,-3,-2,1,4,0,-4,-1
0,0,N,79,-2,-0,-4,-1,-5,1,-2
1,1,N,79,13,12,13,5,11,8,13
1,1,N,79,4,7,2,6,9,9,-5
1,1,N,79,6,1,0,-0,-1,-1,3
0,1,N,79,2,3,2,1,2,-1,-3
0,1,N,79,1,-4,0,-1,-3,1,5
0,0,N,79,4,-1,-3,-0,-3,1,2
0,0,N,79,-8,-5,-2,-2,-1,-9,-5
1,1,N,79,-1,-1,5,2,6,3,4
1,1,N,79,10,5,13,10,7,10,8
0,0,N,79,-1,-4,-1,1,4,-1,1
1,1,N,79,3,5,6,-1,3,5,6
1,1,N,79,5,-0,1,-0,2,1,-5
1,1,N,79,11,14,7,9,7,6,6
0,0,N,79,-6,-0,-5,-6,-6,-3,-5
1,0,N,79,2,2,1,0,-5,-4,2
0,1,N,79,-4,0,6,8,5,7,6
0,1,N,79,-0,4,2,-4,3,-0,2
1,1,N,79,3,3,5,0,-3,4,1
0,1,N,79,6,2,4,8,-0,2,1
0,0,N,79,-4,-5,-5,-4,-3,-2,-3
0,1,N,79,2,3,-1,5,-1,-1,-2
0,0,N,79,-3,5,-2,1,-4,-0,0
0,0,N,79,2,-1,-4,-0,0,-4,0
0,0,N,79,-7,-1,-12,-12,-17,-7,-12
0,0,N,79,2,-2,-0,0,-5,-0,-3
1,0,N,79,-2,3,3,-7,3,-3,-3
1,1,N,79,3,6,9,11,15,15,11
0,1,N,79,1,1,1,2,-1,3,3
0,0,N,79,-5,-3,0,-5,5,-2,0
1,1,N,79,9,3,8,3,8,0,3
1,1,N,79,8,7,2,0,1,-0,2
1,1,N,79,6,7,0,2,2,1,2
0,0,N,79,-9,-4,-2,0,-1,-2,-3
0,1,N,79,5,0,3,7,2,-2,6
1,1,N,79,3,4,1,-1,-1,0,1
0,0,N,79,0,-0,-3,-5,-1,-7,-4
1,1,N,79,8,7,2,0,1,-0,2
0,0,N,79,-5,-10,-15,-8,-13,-9,-9
0,0,N,79,1,-2,-0,1,-2,-1,1
1,1,N,79,6,4,7,5,3,-1,4
0,0,N,79,-4,-3,-5,1,-11,-8,-7
1,1,N,79,8,7,2,0,1,-0,2
1,0,N,79,2,-0,-5,-3,1,3,-0
0,0,N,79,-1,-0,3,-2,1,-1,-2
1,1,N,79,-1,9,6,4,7,2,-1
0,1,N,79,-1,5,-1,-1,3,-8,5
1,1,N,79,9,12,9,12,10,10,10
0,0,N,79,-1,2,-2,-2,-3,-7,-7
0,0,N,79,-1,-2,-0,1,3,2,-3
0,0,N,79,-7,-5,2,3,1,-1,-3
0,1,N,79,5,0,-0,0,3,5,4
0,1,N,79,-3,3,3,-0,-1,5,-4
1,1,N,79,1,-3,1,2,-2,1,5
1,1,N,79,9,9,8,2,4,2,4
0,0,N,79,2,-1,2,0,-3,-1,-1
1,1,N,79,-2,5,4,3,-2,6,2
1,0,N,79,-3,1,3,1,-3,-4,-4
1,0,N,79,4,4,0,0,0,-4,-4
0,0,N,79,1,-2,-2,-5,-1,-3,3
0,0,N,79,1,1,-1,-1,-2,-1,-5
1,1,N,79,7,13,12,14,9,4,5
1,1,N,79,3,1,1,5,8,3,1
0,0,N,79,-15,-9,-9,-10,-9,-12,-7
1,1,N,79,8,1,7,3,3,-0,0
1,1,N,79,-1,7,1,6,-2,4,1
1,1,N,79,8,7,2,0,1,-0,2
1,1,N,79,-4,-3,2,-4,5,5,2
0,0,N,79,-4,3,-1,-5,-4,4,-3
1,1,N,79,4,5,7,2,6,0,2
1,1,N,79,8,7,2,0,1,-0,2
0,1,N,79,5,6,4,3,7,8,5
0,1,N,79,4,-2,-1,6,-1,2,1
1,1,N,79,2,5,2,1,3,9,7
0,0,N,79,-4,-5,-4,-7,-7,-2,-1
1,1,N,79,5,5,3,-4,2,-2,-6
1,0,N,79,-4,-4,0,0,0,4,4
1,1,N,79,6,-0,2,3,1,0,4
0,0,N,79,-15,-9,-13,-6,-19,-8,-7
1,1,N,79,8,1,4,-1,3,4,9
1,1,N,79,11,7,12,13,10,8,4
1,1,N,79,1,1,-2,0,1,-1,4
1,1,N,79,13,-1,3,1,2,7,5
0,0,N,79,-4,0,-6,-2,2,-2,1
0,0,N,79,1,2,-9,-1,0,1,-4
0,1,N,79,-2,3,4,4,6,4,4
0,0,N,79,2,-3,-3,-2,-2,2,-3
1,1,N,79,4,-1,1,6,1,6,6
1,1,N,79,8,7,2,0,1,-0,2
1,1,N,79,8,15,13,11,12,8,11
0,0,N,79,-8,-11,-9,-15,-8,-14,-7
1,1,N,79,2,5,-1,-0,-2,4,-1
0,0,N,79,-2,-5,-4,3,-2,-8,-2
0,0,N,79,1,-0,-3,-3,-2,-7,3
1,1,N,79,5,7,7,7,5,8,6
0,0,N,79,-10,-7,-2,-11,-10,-10,-16
1,0,N,79,-2,4,-6,1,-1,-1,-3
0,0,N,79,-6,-7,-9,2,-4,-7,-1
0,0,N,79,-0,-4,-4,-5,-3,-2,-5
0,0,N,79,-1,2,-3,0,-0,-0,1
0,0,N,79,4,-5,1,-1,2,-3,0
1,1,N,79,8,7,2,0,1,-0,2
1,0,N,79,8,2,-4,0,-4,0,-2
0,0,N,79,-2,-5,-3,-3,-4,-3,-8
1,1,N,79,8,7,2,0,1,-0,2
1,0,N,79,-4,3,3,-5,-2,-2,-1
0,0,N,79,2,-0,-6,4,-4,-1,-3
1,1,N,79,5,0,5,2,0,-2,-4
1,1,N,79,0,3,3,8,4,6,-2
1,1,N,79,3,3,6,10,-2,8,3
0,1,N,79,8,7,2,0,1,-0,2
0,0,N,79,-1,1,-5,-11,-6,-2,3
1,1,N,79,8,7,2,0,1,-0,2
1,1,N,79,0,5,5,-4,1,3,-3
0,0,N,79,-12,-18,-10,-10,-10,-8,-10
0,0,N,79,-4,-2,-7,-4,-1,-6,-7
1,0,N,79,-2,2,-6,1,-1,1,-2
0,0,N,79,-5,-4,-5,-7,3,-4,-10
1,1,N,79,-3,3,-2,5,2,0,5
0,0,N,79,0,-6,-6,-7,1,-4,-4
1,0,N,79,1,-0,-4,1,-3,0,-1
1,1,N,79,0,4,2,-0,9,-5,6
0,0,N,79,-2,-10,-5,-7,-5,-3,-4
0,0,N,79,-6,-5,-2,-5,-2,-6,-6
0,0,N,79,-8,-9,-9,-7,-4,-10,-10
0,0,N,79,-3,-3,-6,-5,-1,-9,-5
1,1,N,79,1,0,4,3,-0,4,4
0,0,N,79,-7,-6,-6,-4,-3,-6,-2
1,1,N,79,6,3,7,3,7,6,7
1,1,N,79,6,15,7,4,10,8,4
1,1,N,79,8,7,2,0,1,-0,2
1,1,N,79,5,9,13,10,6,15,9
0,0,N,79,1,-0,-8,-5,-8,-3,3
0,1,N,79,8,6,1,6,6,8,2
0,0,N,79,-6,-2,-2,0,0,-5,-3
0,1,N,79,3,1,2,2,1,6,-5
0,0,N,79,1,-1,-3,-2,-2,-5,-4
0,0,N,79,-3,-4,-5,-5,-7,-7,-7
1,1,N,79,2,2,6,1,1,5,-1
1,1,N,79,16,15,13,11,8,9,8
1,1,N,79,8,7,2,0,1,-0,2
0,1,N,79,-1,5,6,-1,1,3,11
1,1,N,79,1,1,5,0,6,3,4
1,1,N,79,1,4,5,3,5,12,0
0,1,N,79,9,1,4,2,9,3,1
0,1,N,79,5,-0,4,4,3,-0,3
1,0,N,79,1,-5,-7,7,-0,0,-1
0,1,N,79,3,3,5,-2,-4,1,2
0,1,N,79,-2,3,3,2,-3,-4,2
0,0,N,79,-0,-1,-5,4,-6,2,1
0,0,N,79,-1,0,-0,-5,4,-0,-0
1,0,N,79,4,4,0,0,0,-4,-4
1,0,N,79,-1,-2,-5,1,6,-0,-3
0,0,N,79,-4,-3,-3,-1,6,1,1
0,0,N,79,0,-2,-2,5,-0,-4,-3
1,0,N,79,-2,-4,-6,-6,-3,-1,-7
1,1,N,79,9,6,9,12,11,11,5
0,0,N,79,-4,-11,-10,-10,-8,-12,-13
1,1,N,79,8,7,2,0,1,-0,2
1,1,N,79,1,0,2,0,-3,-0,6
0,0,N,79,-3,-7,-5,-0,-2,-2,-5
0,0,N,79,-0,-2,-6,-2,-4,-7,-4
0,0,N,79,-13,-10,-14,-10,-8,-4,-10
1,1,N,79,8,7,2,0,1,-0,2
0,1,N,79,7,3,5,8,8,1,3
1,1,N,79,1,-3,2,-1,5,-0,-1
0,1,N,79,-1,7,7,2,4,2,2
0,1,N,79,7,4,4,3,0,1,1
1,0,N,79,-0,1,0,-5,-7,-3,-6
0,0,N,79,-8,-6,-4,-5,-5,-2,-1
0,0,N,79,-1,-2,1,1,1,2,-2
1,1,N,79,8,7,2,0,1,-0,2
1,1,N,79,7,1,2,6,6,-1,7
0,0,N,79,4,4,0,0,0,-4,-4
1,1,N,79,6,4,5,3,5,-0,4
0,0,N,79,-0,0,1,-2,0,-5,-0
0,0,N,79,1,-2,-7,-1,5,1,1
1,1,N,79,-2,8,-1,1,6,5,-3
0,0,N,79,-2,-1,-4,-5,-3,0,-5
0,0,N,79,-2,-7,-3,-4,-4,-3,-4
0,0,N,79,-2,-3,5,-1,0,-5,-4
0,0,N,79,-2,1,1,1,-2,0,-0
1,1,N,79,2,1,-0,4,3,5,1
0,0,N,79,-4,1,-2,1,-0,-2,0
1,1,N,79,-2,5,-0,2,-1,4,3
1,1,N,79,8,7,2,0,1,-0,2
0,0,N,79,-1,-2,-1,-4,3,-2,-2
0,0,N,79,-12,-10,-10,-6,-6,-7,-13
1,1,N,79,8,7,2,0,1,-0,2
0,0,N,79,-8,-9,-3,-5,-8,-4,-5
1,1,N,79,3,-1,-0,-1,1,-2,2
1,0,N,79,-7,-5,2,2,8,-4,-1
1,1,N,79,6,1,2,-1,3,-4,4
0,0,N,79,-9,-1,-6,-1,-7,-2,2
0,1,N,79,0,4,-1,2,-0,-2,-0
1,1,N,79,0,-3,-1,6,4,0,-2
1,1,N,79,8,7,2,0,1,-0,2
1,1,N,79,6,5,2,3,4,6,9
1,0,N,79,-2,1,-1,-4,-0,-2,-1
1,1,N,79,1,-4,5,-2,2,-1,0
0,0,N,79,0,-2,-2,-5,-2,-6,-1
0,1,N,79,4,5,-0,-4,1,-2,2
1,0,N,79,-2,-1,-4,-4,-3,-4,-4
0,0,N,79,-4,-4,0,0,0,4,4
0,1,N,79,4,-5,3,1,2,3,1
0,0,N,79,-9,-10,-10,-12,-10,-10,-12
0,0,N,79,-2,0,-3,0,1,-2,-2
1,1,N,79,8,7,2,0,1,-0,2
0,0,N,79,-4,-4,0,0,0,4,4
0,0,N,79,-9,-7,-3,-0,3,-6,-4
1,1,N,79,8,7,2,0,1,-0,2
0,0,N,79,-2,-3,-1,-1,-2,-11,-5
1,1,N,79,12,9,12,9,12,9,9
0,0,N,79,-2,-6,-9,-8,-5,-1,-5
0,1,N,79,1,-3,1,-2,0,0,3
1,0,N,79,-6,-2,1,-5,-2,5,-2
0,0,N,79,-9,-6,-4,-8,-6,-5,-6
1,1,N,79,6,10,2,5,5,3,2
0,1,N,79,2,4,2,3,4,-2,5
1,1,N,79,11,11,10,7,9,10,12
0,0,N,79,4,-1,2,0,-2,-4,-2
0,0,N,79,3,1,-1,-2,-2,-3,3
0,1,N,79,1,-1,3,1,0,1,3
1,1,N,79,8,7,2,0,1,-0,2
0,0,N,79,-1,-4,-0,-6,-2,3,-5
0,0,N,79,-4,-4,0,0,0,4,4
0,0,N,79,3,-1,-0,1,-2,1,-6
1,1,N,79,2,5,3,4,4,-1,1
0,0,N,79,-11,-9,-9,-9,-14,-11,-10
1,1,N,79,3,5,5,6,8,5,9
0,0,N,79,4,-2,-4,-5,1,1,-3
1,0,N,79,1,-8,2,-7,-6,-3,-5
1,1,N,79,6,8,7,10,11,13,5
1,0,N,79,2,3,-4,-4,-3,-6,-9
0,0,N,79,-6,-1,1,-0,0,2,-4
1,1,N,79,5,-3,4,9,1,-1,6
0,0,N,79,-15,-7,-10,-12,-7,-4,-12
0,1,N,79,-2,1,5,2,-4,0,-0
0,0,N,79,-4,-5,-8,-3,-5,-2,-7
0,1,N,79,5,9,-4,2,-0,5,6
1,1,N,79,8,7,2,0,1,-0,2
1,1,N,79,9,11,10,10,14,6,12
1,1,N,79,9,10,12,7,12,13,9
0,0,N,79,-5,1,-7,-7,-4,-2,-7
0,0,N,79,2,4,-2,-6,-2,-0,3
1,1,N,79,13,10,8,9,7,6,8
1,0,N,79,3,-1,-0,-2,1,-4,0
1,1,N,79,8,7,2,0,1,-0,2
0,1,N,79,-2,-0,0,-3,0,0,5
0,1,N,79,2,-0,2,-2,-0,4,3
0,1,N,79,8,7,2,0,1,-0,2
0,0,N,79,-1,-3,-7,-8,-3,-5,-2
0,0,N,79,-13,-11,-11,-15,-10,-15,-13
0,0,N,79,-5,-5,-5,1,-4,4,4
0,0,N,79,-5,-7,-14,-5,-9,-12,-10
0,0,N,79,-8,-14,-9,-9,-6,-11,-5
0,1,N,79,-1,-6,1,-0,1,0,5
0,0,N,79,3,-2,0,-0,-1,-6,2
1,0,N,79,-4,-6,-4,1,-6,-2,-3
0,0,N,79,-8,-7,-10,-5,-13,-9,-8
1,0,N,79,3,-3,-0,-1,1,-0,-2
1,1,N,79,-2,-0,2,2,-1,7,2
0,0,N,79,7,5,-2,-5,-2,-2,-1
1,0,N,79,4,4,0,0,0,-4,-4
0,0,N,79,-1,2,-1,-4,-4,4,2
0,0,N,79,-1,-6,-2,-2,-7,-3,-2
1,1,N,79,3,1,1,4,5,7,2
0,0,N,79,-7,-6,-4,-13,-4,-10,-9
1,1,N,79,10,8,14,14,5,7,7
0,0,N,79,4,4,0,0,0,-4,-4
0,0,N,79,-7,-10,-8,-9,-9,-9,-10
0,1,N,79,1,-3,2,1,-7,3,3
0,1,N,79,8,7,2,0,1,-0,2
1,0,N,79,-5,1,0,-1,-3,-3,5
0,0,N,79,-3,1,6,-7,1,1,-0
0,0,N,79,-4,-4,0,0,0,4,4
0,1,N,79,-2,-1,-1,4,-1,5,1
0,0,N,79,-4,0,1,-5,-0,-5,-5
0,0,N,79,0,-6,3,-2,-4,-7,-1
0,0,N,79,-7,-6,-12,-7,-12,-8,-9
0,0,N,79,-5,-7,-6,-3,-1,-5,-7
1,1,N,79,13,10,13,13,10,6,5
1,1,N,79,6,8,12,8,12,12,6
0,1,N,79,4,6,3,5,10,4,-2
0,0,N,79,-10,-12,-6,-12,-12,-12,-8
0,0,N,79,-14,-5,-11,-7,-17,-5,-6
0,0,N,79,-13,-6,-11,-13,-11,-7,-10
0,0,N,79,-10,-7,-10,-10,-6,-13,-11
0,0,N,79,-4,-3,-0,-8,-5,-3,-6
1,1,N,79,2,1,-0,6,6,-0,6
1,1,N,79,7,6,7,6,-1,0,2
0,0,N,79,-11,-11,-9,-8,-8,-11,-6
0,0,N,79,-10,-10,-6,-12,-9,-13,-10
0,0,N,79,-5,-4,-11,-11,-10,-5,-5
1,0,N,79,-4,-4,0,0,0,4,4
0,0,N,79,-8,-11,-8,-7,-9,-10,-9
1,1,N,79,10,15,10,15,8,13,14
0,0,N,79,-3,1,-2,-5,-1,-2,4
0,0,N,79,-6,-4,-4,-2,2,2,-1
1,1,N,79,12,13,5,7,9,12,5
1,1,N,79,9,7,3,4,11,10,7
0,1,N,79,3,-1,0,1,3,0,4
0,0,N,79,-0,-3,1,-3,0,0,-1
1,0,N,79,4,4,0,0,0,-4,-4
0,0,N,79,-13,-10,-11,-8,-12,-8,-6
0,1,N,79,3,-3,1,2,-2,3,1
1,1,N,79,12,12,13,11,9,7,11
1,1,N,79,9,9,11,15,10,10,6
0,0,N,79,-1,-4,1,-2,2,-2,1
0,0,N,79,-5,-1,-3,2,0,1,1
0,0,N,79,1,-3,1,-7,5,-3,5
1,1,N,79,-2,1,1,4,0,-1,5
0,0,N,79,-2,-6,-5,-7,-0,-0,2
1,1,N,79,7,9,3,11,7,6,8
0,0,N,79,-5,-6,-15,-11,-14,-6,-9
1,1,N,79,14,13,8,6,7,5,8
1,1,N,79,4,15,11,10,15,8,12
1,0,N,79,5,0,-4,-1,0,-2,-1
1,0,N,79,4,4,0,0,0,-4,-4
1,1,N,79,8,10,9,16,7,8,5
1,1,N,79,13,10,9,9,13,9,6
0,0,N,79,-3,-3,4,0,2,-1,0
0,0,N,79,-11,-16,-7,-14,-11,-7,-10
0,1,N,79,11,9,9,10,1,13,11
0,1,N,79,2,2,-2,2,0,1,-0
1,0,N,79,-3,2,0,-4,2,1,-2
0,1,N,79,-2,-1,-5,3,3,0,6
0,0,N,79,-1,-2,-3,-3,-1,-2,-3
0,0,N,79,-10,-9,-17,-6,-11,-13,-12
1,0,N,79,2,1,-1,-1,-1,-1,-2
0,0,N,79,-9,-8,-12,-10,-11,-4,-9
0,0,N,79,4,-6,-0,1,2,-3,-1
0,1,N,79,7,6,2,9,10,8,5
1,0,N,79,-4,-4,0,0,0,4,4
1,1,N,79,11,13,10,8,10,12,12
1,1,N,79,0,-2,2,0,1,-0,6
0,0,N,79,-1,2,-5,1,-3,-2,0
0,0,N,79,-4,-4,0,0,0,4,4
1,1,N,79,9,10,9,13,9,10,10
0,0,N,79,-11,-4,-13,-7,-12,-13,-7
0,0,N,79,4,4,0,0,0,-4,-4
0,1,N,79,3,2,-5,1,3,4,-2
0,0,N,79,-11,-9,-4,-4,-12,-7,-8
0,0,N,79,-12,-9,-12,-6,-11,-9,-11
0,0,N,79,3,2,-2,-1,-2,0,-0
0,0,N,79,-2,-4,4,-3,-4,3,-1
0,0,N,79,-12,-11,-17,-9,-10,-12,-11
0,0,N,79,-13,-8,-16,-3,-15,-11,-10
1,1,N,79,14,13,8,6,7,5,8
0,0,N,79,-10,-10,-8,-12,-12,-10,-7
1,1,N,79,10,8,7,11,9,12,9
1,0,N,79,4,4,0,0,0,-4,-4
0,1,N,79,2,-6,3,2,4,2,1
1,1,N,79,8,9,14,11,5,10,10
1,1,N,79,14,13,8,6,7,5,8
0,0,N,79,1,-1,-4,3,0,-3,2
1,1,N,79,7,3,7,14,9,7,13
0,0,N,79,-15,-11,-9,-9,-14,-14,-8
0,1,N,79,3,1,-1,4,4,6,-1
0,0,N,79,2,-3,3,-3,4,-5,-2
1,1,N,79,2,-2,5,2,1,-1,3
0,0,N,79,4,4,0,0,0,-4,-4
1,1,N,79,-3,-0,3,0,2,-0,-0
0,0,N,79,-9,-8,-8,-4,-14,-7,-8
0,1,N,79,0,2,-5,5,5,2,2
0,0,N,79,-6,2,-0,-0,3,0,-2
0,0,N,79,-6,-8,-5,-10,-13,-12,-7
0,0,N,79,-8,-8,-10,-13,-14,-9,-8
1,0,N,79,1,1,-1,1,3,-9,3
1,1,N,79,6,-0,-1,-1,3,1,-3
1,1,N,79,8,11,8,10,14,8,5
1,1,N,79,4,1,6,3,4,4,3
0,0,N,79,-5,-7,-7,0,-7,-1,-2
0,1,N,79,5,5,4,2,1,8,4
1,1,N,79,-5,7,1,0,-1,6,-2
0,1,N,79,5,5,3,4,7,7,14
1,1,N,79,14,13,8,6,7,5,8
1,1,N,79,1,1,2,-0,-3,-0,1
1,1,N,79,14,13,8,6,7,5,8
1,1,N,79,14,13,8,6,7,5,8
1,1,N,79,7,4,6,4,8,3,10
1,1,N,79,11,14,14,8,9,11,6
0,0,N,79,-4,-4,0,0,0,4,4
0,0,N,79,-4,-8,-11,-3,-9,-6,-9
1,1,N,79,14,13,8,6,7,5,8
0,0,N,79,-6,-11,-12,-16,-10,-3,-5
0,0,N,79,2,1,-2,-2,-0,-2,2
1,1,N,79,11,10,10,8,11,10,12
0,0,N,79,-1,3,1,2,-1,-1,-6
0,0,N,79,-2,-5,-2,-3,-3,-1,4
0,0,N,79,-9,-9,-8,-15,-12,-8,-4
1,0,N,79,-0,-2,2,-4,1,2,1
0,1,N,79,0,3,1,-2,3,2,4
1,1,N,79,14,13,8,6,7,5,8
0,0,N,79,-12,-6,-10,-2,-10,-9,-13
0,1,N,79,4,2,2,-3,-2,-2,0
0,1,N,79,10,6,12,8,10,7,9
0,0,N,79,-0,-0,-2,6,-7,-3,2
1,1,N,79,-1,-2,-0,4,2,1,-2
1,1,N,79,9,12,14,7,12,8,7
0,0,N,79,-4,-9,-5,-12,-4,-9,-8
0,1,N,79,-3,1,8,-1,-0,0,-0
1,1,N,79,12,10,15,5,13,7,8
0,0,N,79,-7,-9,-10,-9,-11,-14,-13
1,1,N,79,1,9,12,6,12,9,9
0,0,N,79,4,4,0,0,0,-4,-4
0,1,N,79,-2,2,6,1,4,2,-4
0,0,N,79,-6,2,1,-0,0,-3,-1
1,1,N,79,14,13,8,6,7,5,8
0,0,N,79,-5,-6,-9,-8,-7,-8,-11
0,0,N,79,-0,-1,-4,-5,-4,-5,-1
0,0,N,79,2,-4,-1,-1,1,2,-0
1,1,N,79,2,9,3,8,7,2,1
1,1,N,79,8,11,9,9,7,11,1
1,1,N,79,-1,-1,2,2,2,4,1
0,0,N,80,-10,-10,-12,-4,-16,-12,-8
1,1,N,80,10,11,10,13,11,6,8
0,0,N,80,-14,-12,-10,-14,-12,-10,-12
1,1,N,80,9,12,8,9,7,11,9
1,1,N,80,12,12,11,7,12,10,10
1,1,N,80,10,10,12,10,6,9,15
0,0,N,80,-9,-13,-9,-11,-12,-8,-4
1,1,N,80,12,11,10,10,5,6,11
0,0,N,80,-9,-11,-7,-9,-9,-8,-7
1,1,N,80,13,5,11,8,12,6,10
0,0,N,80,-12,-4,-5,-6,-12,-6,-11
1,1,N,80,14,13,8,6,7,5,8
0,0,N,80,-7,-4,-8,-7,-9,-12,-12
0,0,N,80,-15,-10,-8,-5,-7,-7,-9
1,1,N,80,10,11,10,4,10,14,12
0,0,N,80,-11,-13,-15,-4,-10,-13,-6
1,0,N,80,-0,-4,-3,-5,1,1,3
1,1,N,80,10,12,9,10,15,10,4
0,1,N,80,1,-2,1,3,6,1,3
1,1,N,80,3,5,2,1,0,2,3
1,1,N,80,14,13,8,6,7,5,8
1,1,N,80,13,7,9,5,9,9,15
1,1,N,80,5,3,0,0,2,0,4
0,0,N,80,-8,-6,-1,1,4,-5,-2
1,1,N,80,14,13,8,6,7,5,8
1,0,N,80,4,4,0,0,0,-4,-4
0,0,N,80,-8,-14,-9,-9,-6,-11,-5
0,0,N,80,-0,-4,-7,-6,-3,0,-4
0,1,N,80,-2,-2,4,0,4,2,2
1,1,N,80,12,10,10,10,11,8,9
1,1,N,80,-2,3,-3,0,4,1,3
1,1,N,80,3,10,10,9,4,11,8
0,0,N,80,-8,-8,-10,-13,-14,-9,-8
1,1,N,80,13,10,8,9,7,6,8
0,0,N,80,-15,-11,-9,-9,-14,-14,-8
1,1,N,80,11,-2,2,-0,1,5,4
0,0,N,80,-0,-1,-5,4,-6,2,1
1,1,N,80,4,5,-1,1,1,-1,1
1,0,N,80,4,4,0,0,0,-4,-4
0,0,N,80,-12,-10,-10,-6,-6,-7,-13
1,1,N,80,14,13,8,6,7,5,8
1,1,N,80,11,14,14,8,9,11,6
0,0,N,80,-2,-1,-1,-5,3,-0,-7
0,0,N,80,-6,-8,-5,-10,-13,-12,-7
1,0,N,80,-3,2,-1,0,-6,-7,-1
1,0,N,80,4,4,0,0,0,-4,-4
0,0,N,80,2,-3,3,-3,4,-5,-2
1,1,N,80,10,15,10,15,8,13,14
0,0,N,80,1,-0,-3,-3,-2,-7,3
0,1,N,80,4,-5,3,1,2,3,1
1,1,N,80,9,12,9,12,10,10,10
0,0,N,80,2,-4,-4,-6,2,-2,-2
0,0,N,80,-0,2,-5,-5,-5,-5,-2
0,0,N,80,-3,1,6,-7,1,1,-0
0,0,N,80,-10,-11,-14,-9,-10,-8,-12
0,0,N,80,4,-1,-2,-2,-4,-4,0
1,0,N,80,-11,-6,-11,-4,-8,-8,-9
1,1,N,80,14,13,8,6,7,5,8
0,1,N,80,-2,1,8,1,-5,-2,5
1,1,N,80,16,15,13,11,8,9,8
1,1,N,80,14,13,8,6,7,5,8
0,1,N,80,5,-2,1,1,4,4,2
0,0,N,80,-5,-10,-15,-8,-13,-9,-9
0,1,N,80,3,-1,0,1,3,0,4
1,1,N,80,8,15,13,11,12,8,11
1,1,N,80,-2,5,-0,2,-1,4,3
1,1,N,80,14,13,8,6,7,5,8
0,1,N,80,1,-3,1,-2,0,0,3
0,0,N,80,1,-1,-1,-2,1,-1,-1
0,1,N,80,4,1,2,3,-6,5,4
1,1,N,80,13,7,10,10,14,11,11
0,0,N,80,-3,3,-5,-6,-2,-0,-6
1,1,N,80,3,-0,5,2,7,2,1
1,1,N,80,-4,4,3,2,2,-1,1
1,1,N,80,14,13,8,6,7,5,8
0,0,N,80,-1,-2,-2,-1,-3,1,0
1,1,N,80,6,-1,8,-2,2,2,3
0,1,N,80,0,-3,-1,6,4,0,-2
1,1,N,80,14,13,8,6,7,5,8
1,1,N,80,7,-0,5,2,1,-2,-1
0,1,N,80,4,4,2,1,-0,6,3
